5,t,"Land Values 2017 Summary: Released August 3, 2017, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).",,,,,,,,,,,,,,,,,,,,,,
5,t,"Pasture Average Value per Acre – Region, State, and United States: 2013-2017",,,,,,,,,,,,,,,,,,,,,,
5,h,,,,,,,,,,,,,,,,,,,,,,,
5,h,,,,,,,,,,,,,,,,,,,,,,,Change
5,h,Region and State,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2016-2017
5,h,,,,,,,,,,,,,,,,,,,,,,,
5,u,,,,,,,,,,(dollars),(dollars),(dollars),(dollars),(dollars),(dollars),(dollars),(dollars),(dollars),(dollars),(dollars),(dollars),(dollars),(percent)
5,d,Northeast,1990,2030,2060,1890,1940,2090,2190,2470,2770,3060,3420,3480,3270,3170,3220,3240,3370,3460,3480,3390,3420,0.9
5,d,  Maryland 1/,3300,3350,3400,3400,3450,3500,3650,5500,7000,7700,(D),(D),(D),(D),(D),(D),(D),6000,6000,6100,6100,-
5,d,  New Jersey,9100,8800,8800,9200,9500,9700,10000,10600,13500,15500,16800,16500,14900,14200,14000,13600,13500,13500,13500,12500,12500,-
5,d,  New York,515,530,550,600,640,680,720,775,820,880,980,1100,1050,1100,1200,1250,1240,1330,1430,1400,1400,-
5,d,  Pennsylvania,1630,1740,1790,1750,1750,1800,1850,2000,2070,2270,2900,3100,2600,2530,2640,2650,2770,2900,2850,2700,2800,3.7
5,d,  Other States 2/,3910,3900,3910,3000,3230,3590,3880,4140,4740,5290,6360,6370,6060,5800,5730,5760,5840,5790,5840,5850,5850,-
5,d,,,,,,,,,,,,,,,,,,,,,,,
5,d,Lake,486,520,574,707,802,889,953,1050,1240,1470,1720,1840,1790,1710,1710,1740,1870,1950,2060,2050,2080,1.5
5,d,  Michigan,800,890,980,1150,1300,1450,1600,1800,1900,2070,2450,2630,2550,2290,2340,2290,2420,2500,2680,2600,2550,-1.9
5,d,  Minnesota,360,380,400,475,525,575,625,700,920,1120,1330,1480,1400,1340,1320,1390,1580,1600,1700,1650,1700,3
5,d,  Wisconsin,520,550,630,825,950,1050,1100,1200,1450,1740,2000,2130,2050,2000,2000,2010,2000,2150,2250,2300,2350,2.2
5,d,,,,,,,,,,,,,,,,,,,,,,,
5,d,Corn Belt,756,813,859,927,990,1050,1120,1200,1410,1630,1910,2090,1950,1900,2000,2130,2290,2360,2440,2420,2380,-1.7
5,d,  Illinois,870,940,1000,1000,1010,1030,1060,1110,1660,1940,2350,2550,2400,2500,2650,2870,3370,3400,3550,3400,3300,-2.9
5,d,  Indiana,1160,1270,1400,1400,1470,1560,1660,1780,1890,2000,2230,2510,2430,2340,2390,2450,2500,2550,2600,2600,2590,-0.4
5,d,  Iowa,615,665,660,700,730,760,800,880,1070,1400,1780,2070,1880,2030,2520,2800,3220,3400,3400,3400,3100,-8.8
5,d,  Missouri,660,700,750,840,910,980,1050,1130,1310,1500,1730,1800,1700,1600,1610,1700,1790,1850,1950,1930,1970,2.1
5,d,  Ohio,1280,1410,1480,1600,1750,1860,1950,2100,2210,2360,2720,3200,3050,2890,2840,2970,3010,3100,3140,3100,3050,-1.6
5,d,,,,,,,,,,,,,,,,,,,,,,,
5,d,Northern Plains,206,216,222,230,241,249,258,279,333,390,440,516,496,502,531,648,754,954,1020,1020,1040,2
5,d,  Kansas,365,367,370,380,390,400,410,430,500,590,660,750,750,761,773,938,1150,1300,1390,1290,1280,-0.8
5,d,  Nebraska,200,210,220,230,240,245,255,275,310,350,400,480,450,459,503,617,643,900,870,910,930,2.2
5,d,  North Dakota,141,144,146,155,160,165,170,185,220,260,300,350,350,357,389,458,578,750,850,830,850,2.4
5,d,  South Dakota,155,173,180,190,200,210,220,240,300,360,400,470,430,429,453,561,667,860,980,1020,1060,3.9
5,d,,,,,,,,,,,,,,,,,,,,,,,
5,d,Appalachian,1510,1600,1700,1740,1820,1910,2000,2200,2810,3210,3500,3620,3400,3240,3170,3110,3210,3280,3340,3320,3340,0.6
5,d,  Kentucky,1210,1320,1400,1380,1410,1440,1460,1530,1940,2230,2500,2570,2420,2360,2290,2330,2560,2700,2750,2730,2760,1.1
5,d,  North Carolina,2020,2100,2270,2450,2640,2830,3010,3200,3880,4400,4800,4870,4600,4410,4590,4330,4530,4760,4700,4700,4700,-
5,d,  Tennessee,1720,1860,2000,2050,2150,2250,2350,2450,3150,3400,3680,3880,3650,3510,3460,3410,3380,3400,3500,3540,3580,1.1
5,d,  Virginia,1780,1800,1900,1900,2000,2100,2250,2800,3600,4440,4800,4830,4800,4400,4060,3920,3930,3930,4000,3930,3930,-
5,d,  West Virginia,840,860,825,980,1060,1120,1200,1280,1600,1800,1900,1950,1900,1840,2010,1980,1990,2000,2020,2020,2040,1
5,c,,,,,,,,,,,,,,,,,,,,,,,
12,d,Southeast,1340,1410,1490,1640,1760,1870,2010,2150,3870,4300,4770,5040,4270,4190,3900,3700,3770,3790,3790,3900,3910,0.3
12,d,  Alabama,990,1100,1170,1200,1250,1300,1350,1420,1650,1650,1750,1800,1700,1810,1830,1850,2000,2100,2140,2180,2230,2.3
12,d,  Florida,1430,1450,1500,1750,1850,1950,2100,2250,4570,4810,5360,5930,5300,5360,4910,4820,4850,4910,4900,5100,5100,-
12,d,  Georgia,1650,1770,1950,2050,2280,2500,2750,2950,5500,7100,7850,7450,6000,5220,4750,3910,3850,3650,3580,3530,3560,0.8
12,d,  South Carolina,1220,1340,1380,1530,1630,1750,1900,2000,2270,2500,2920,3000,2900,2950,2980,2960,2820,2900,2940,2940,2940,-
12,d,,,,,,,,,,,,,,,,,,,,,,,
12,d,Delta,955,971,992,1060,1100,1170,1230,1300,1580,1740,2060,2160,2130,2110,2120,2130,2190,2270,2320,2410,2480,2.9
12,d,  Arkansas,890,910,960,1020,1070,1150,1210,1300,1570,1740,2080,2200,2200,2210,2160,2110,2160,2240,2290,2450,2520,2.9
12,d,  Louisiana,1210,1200,1160,1220,1240,1270,1310,1350,1600,1690,1980,2060,2100,2100,2200,2300,2400,2500,2590,2600,2700,3.8
12,d,  Mississippi,860,890,910,990,1050,1130,1200,1270,1570,1780,2110,2200,2050,1980,2000,2030,2070,2110,2140,2190,2210,0.9
12,d,,,,,,,,,,,,,,,,,,,,,,,
12,d,Southern Plains,484,523,533,538,556,571,590,624,807,986,1170,1340,1300,1300,1350,1390,1410,1540,1570,1580,1620,2.5
12,d,  Oklahoma,361,395,410,415,425,435,450,475,640,760,900,1000,1010,987,985,1060,1210,1360,1430,1470,1470,-
12,d,  Texas,510,550,560,565,585,600,620,655,840,1030,1220,1400,1360,1370,1430,1460,1450,1580,1600,1600,1650,3.1
12,d,,,,,,,,,,,,,,,,,,,,,,,
12,d,Mountain,219,231,233,247,257,273,285,302,372,522,590,617,517,518,523,550,594,611,614,617,625,1.3
12,d,  Arizona 3/,300,320,340,360,400,450,470,500,650,750,900,950,900,920,(D),(D),(D),(D),(D),(D),(D),(X)
12,d,  Colorado,320,335,340,370,390,410,430,470,590,740,730,710,670,650,640,640,680,760,760,760,760,-
12,d,  Idaho,640,700,780,700,700,700,700,725,900,1450,1620,1610,1280,1260,1230,1220,1220,1220,1250,1300,1350,3.8
12,d,  Montana,190,197,200,225,240,255,270,285,340,630,740,760,530,530,530,570,580,640,650,650,660,1.5
12,d,  Nevada 3/,220,230,250,240,245,250,255,260,330,570,640,650,620,(D),(D),(D),(D),(D),(D),(D),(D),(X)
12,d,  New Mexico 3/,150,160,155,150,150,155,160,170,230,250,280,310,280,280,290,330,320,360,340,350,360,2.9
12,d,  Utah 3/,395,400,400,420,450,475,500,520,820,900,900,940,870,920,920,920,950,1050,1050,1040,1050,1
12,d,  Wyoming,150,160,150,190,200,210,220,235,260,320,410,480,410,420,450,480,470,490,510,510,510,-
12,d,,,,,,,,,,,,,,,,,,,,,,,
12,d,Pacific,754,731,729,797,849,901,952,1020,1210,1350,1720,1900,1730,1660,1620,1590,1590,1610,1630,1640,1650,0.6
12,d,  California,1100,1050,1050,1200,1300,1400,1500,1600,1900,2150,2800,3020,2900,2790,2710,2680,2650,2700,2700,2700,2700,-
12,d,  Oregon,400,400,400,420,430,440,450,470,520,560,660,740,700,650,640,600,620,630,660,680,700,2.9
12,d,  Washington,550,550,540,490,500,510,520,540,580,600,680,770,820,810,810,800,800,810,820,840,850,1.2
12,d,,,,,,,,,,,,,,,,,,,,,,,
12,d,United States 4/,466,489,503,531,557,577,605,634,740,960,1030,1090,1070,1060,1070,1110,1170,1300,1330,1330,1350,1.5
